Date,RSI,ATR,ADX,MACD
2023-03-13,52.7018,3.5249,17.1433,1.3977000000000004
2023-03-10,59.4399,3.3872,18.2466,1.4856999999999942
2023-03-09,61.38,3.354,18.2443,1.509200000000007
2023-03-08,57.4481,3.2873,17.3643,1.3787999999999982
2023-03-07,54.488,3.2587,16.9727,1.055899999999994
2023-03-06,56.526,3.1874,16.8192,0.9602000000000004
2023-03-03,53.8016,3.2589,17.1263,0.9210000000000065
2023-03-02,48.6097,3.3334,18.006,0.8208999999999946
2023-03-01,50.4322,3.2614,19.196,0.7911000000000001
2023-02-28,49.2089,3.3272,20.0286,0.9603000000000037
2023-02-27,52.3365,3.3739,20.9701,1.1329999999999956
2023-02-24,49.1269,3.4773,21.5977,1.3174999999999955
2023-02-23,54.3009,3.5286,22.6344,1.6030999999999977
2023-02-22,47.7341,3.4016,23.4125,1.7751999999999981
2023-02-21,48.1158,3.4932,25.1274,2.288899999999998
2023-02-17,52.4537,3.6042,26.9835,2.894900000000007
2023-02-16,59.3026,3.673,28.7048,3.450100000000006
2023-02-15,64.1836,3.561,29.6971,3.947800000000001
2023-02-14,60.7912,3.6326,29.5364,4.006200000000007
